Classifier,Experiment,Simulations,Preprocessing,Dimensionality,Dataset,rs,aggregation,acc,f1,p_acc,p_f1,test_acc,test_f1,p_test_acc,p_test_f1,test_mean_acc,test_mean_f1,n_models
svc,mca,14,loggraph,fa,D100,41,median,0.6666666666666667,0.7692307692307692,0.08180000000000001,0.07680000000000001,0.7,0.8235294117647058,0.023,0.005,0.6699999999999999,0.7958202716823408,5
rfc,mca,16,graph,fa,D100,41,mega,0.7556901343214449,0.8366743233895695,0.0,0.0,0.7117647058823531,0.8256227758007118,0.0,0.0,0.7352941176470589,0.8327461233380857,5
lrc,mca,18,loggraph,fa,D100,41,mean,0.5508333333333333,0.6444206773618538,0.3588,0.34,0.6,0.6923076923076924,0.131,0.159,0.63,0.7210858770858771,5
ada,mca,10,zgraph,pca,D100,41,none,0.7672166666666667,0.8232129117259551,0.08841199999999999,0.08855199999999999,0.7010000000000002,0.8005517241379309,0.0207,0.02572,0.6908,0.7729840820737371,250
ada,mca,10,zgraph,pca,D100,41,meta,0.7691666666666667,0.8308658008658009,0.0512,0.0538,0.705,0.8038709677419353,0.0195,0.0245,0.7090000000000001,0.7888872047492738,5
knn,mca,2,rankgraph,fa,D100,41,consensus,0.6916666666666667,0.8046886446886446,0.0478,0.032,0.65,0.7878787878787878,0.06,0.027000000000000003,0.6599999999999999,0.7903030303030303,5
knn,mca,7,loggraph,pca,D100,41,mean,0.7058333333333333,0.8102809364548496,0.055000000000000014,0.034,0.75,0.8387096774193549,0.005,0.008,0.7300000000000001,0.8312267839687195,5
lrc,mca,2,zgraph,fa,D100,41,mega,0.7787878787878787,0.820288110940308,0.0018000000000000004,0.0082,0.75,0.8275862068965518,0.0,0.0,0.7033333333333334,0.7787381098243624,5
svc,mca,18,zgraph,fa,D100,41,mega,0.7762218927600693,0.8209001352559293,0.0062,0.0258,0.6947368421052632,0.8066666666666668,0.0,0.0,0.7589473684210526,0.8227889635727371,5
lrc,mca,12,graph,fa,D100,41,mega,0.7803700766587365,0.8168134670146351,0.0,0.0006000000000000001,0.7,0.7692307692307692,0.0,0.0,0.6184615384615384,0.6960850321598535,5
knn,mca,5,loggraph,pca,D100,41,mega,0.6807787141073658,0.7633980602730602,0.0194,0.01,0.6583333333333333,0.7807486631016042,0.0,0.0,0.6633333333333333,0.7818546496807367,5
ada,mca,10,rankgraph,fa,D100,41,consensus,0.6675,0.7666666666666667,0.1076,0.1022,0.65,0.7586206896551724,0.052000000000000005,0.051,0.64,0.7378789771780776,5
lrc,mca,7,rankgraph,pca,D100,41,consensus,0.7691666666666667,0.8423113118765292,0.007000000000000001,0.007000000000000001,0.7,0.8125000000000001,0.028999999999999998,0.013999999999999999,0.7,0.8045467185761959,5
rfc,mca,7,zgraph,pca,D100,41,mean,0.6916666666666667,0.7954334650856391,0.08560000000000001,0.0568,0.75,0.8387096774193549,0.005,0.008,0.76,0.8354360919433221,5
knn,mca,10,rankgraph,pca,D100,41,mega,0.6609626755358462,0.7572995857699805,0.027600000000000003,0.0124,0.7363636363636363,0.8388888888888889,0.0,0.0,0.6236363636363637,0.7494833224803563,5
lrc,mca,20,rankgraph,fa,D100,41,median,0.5783333333333334,0.6730331262939958,0.2538,0.2518,0.7,0.7999999999999999,0.018000000000000002,0.017,0.7,0.7855702917771883,5
lrc,mca,2,loggraph,pca,D100,41,median,0.7708333333333333,0.8383376623376624,0.0268,0.0232,0.65,0.7741935483870968,0.06,0.031,0.7,0.8071689082145145,5
ada,mca,20,loggraph,fa,D100,41,median,0.6658333333333333,0.7686429512516468,0.0736,0.0642,0.65,0.7878787878787878,0.061,0.021,0.7400000000000001,0.8288172043010752,5
rfc,mca,7,loggraph,pca,D100,41,mega,0.7305532212885154,0.8193894716866089,0.0002,0.0,0.65625,0.7924528301886793,0.0,0.0,0.6787500000000001,0.7983525780569452,5
lrc,mca,2,graph,pca,D100,41,consensus,0.7825,0.8279365079365079,0.0108,0.0232,0.85,0.8965517241379308,0.0,0.001,0.77,0.8315327073947764,5
lrc,mca,16,rankgraph,pca,D100,41,mega,0.6996483711594875,0.7975631580824513,0.0,0.0,0.6647058823529411,0.7978723404255319,0.0,0.0,0.6941176470588235,0.8104873815768038,5
rfc,mca,5,loggraph,pca,D100,41,mean,0.7816666666666666,0.8534299034299033,0.0172,0.013,0.7,0.8235294117647058,0.018000000000000002,0.009000000000000001,0.7100000000000001,0.8222017333579199,5
lrc,mca,20,loggraph,fa,D100,41,mega,0.6487680719846326,0.7289490095665458,0.0,0.0,0.480952380952381,0.5932835820895522,0.779,0.336,0.5809523809523809,0.6721550155854725,5
lrc,mca,20,loggraph,fa,D100,41,ref,0.5641666666666667,0.6592982456140352,0.265,0.2604,0.55,0.64,0.26,0.275,0.6100000000000001,0.7062710622710623,5
svc,mca,5,loggraph,fa,D100,41,mean,0.6416666666666666,0.7507017543859649,0.0988,0.07880000000000001,0.7,0.8235294117647058,0.018000000000000002,0.009000000000000001,0.6599999999999999,0.7903030303030303,5
ada,mca,14,zgraph,fa,D100,41,consensus,0.7041666666666666,0.7760842818508723,0.08180000000000001,0.094,0.75,0.8275862068965518,0.008,0.003,0.74,0.8251447477253929,5
ada,mca,16,loggraph,pca,D100,41,none,0.6934791666666666,0.7950136131983959,0.0451675,0.040637500000000014,0.748125,0.8472537878787879,0.008575000000000003,0.006562500000000001,0.6801249999999998,0.7888573574237057,400
ada,mca,16,loggraph,pca,D100,41,meta,0.7058333333333333,0.8045403871490826,0.0382,0.038000000000000006,0.7937500000000001,0.8717830882352942,0.0036875,0.00275,0.6799999999999999,0.7874581588121141,5
ada,mca,7,loggraph,fa,D100,41,mega,0.6165511204481794,0.7296123248303253,0.0412,0.0102,0.625,0.75,0.0,0.0,0.64125,0.7476557413170236,5
svc,mca,14,rankgraph,pca,D100,41,median,0.7441666666666666,0.8282347217999393,0.0278,0.0278,0.65,0.7878787878787878,0.07200000000000001,0.021,0.6799999999999999,0.7930387205387206,5
rfc,mca,20,zgraph,fa,D100,41,median,0.7308333333333333,0.8147878787878788,0.0304,0.028800000000000006,0.7,0.8125000000000001,0.018000000000000002,0.01,0.7299999999999999,0.8285752688172044,5
ada,mca,20,zgraph,fa,D100,41,ref,0.7183333333333334,0.7932598294154358,0.06420000000000001,0.064,0.7,0.7999999999999999,0.018000000000000002,0.017,0.7,0.7937719973760018,5
lrc,mca,5,loggraph,pca,D100,41,mega,0.7762312734082397,0.8461534605746204,0.0,0.0,0.65,0.7878787878787878,0.0,0.0,0.6616666666666666,0.7882727256237623,5
rfc,mca,2,graph,fa,D100,41,none,0.7565833333333333,0.8395235778714039,0.01374,0.0127,0.745,0.8459893048128342,0.007400000000000001,0.006500000000000001,0.7380000000000001,0.8347017457503781,50
rfc,mca,2,graph,fa,D100,41,meta,0.7816666666666666,0.8537316017316018,0.0068000000000000005,0.006200000000000001,0.75,0.8484848484848484,0.005,0.006,0.745,0.8394159335288367,5
lrc,mca,5,zgraph,pca,D100,41,mega,0.7594007490636704,0.8229603673957936,0.0032,0.0016,0.8,0.8666666666666666,0.0,0.0,0.7333333333333334,0.8113906743047664,5
rfc,mca,20,rankgraph,fa,D100,41,ref,0.6908333333333333,0.7958300958300958,0.0568,0.045,0.65,0.7878787878787878,0.061,0.021,0.6900000000000001,0.8033235581622679,5
ada,mca,5,graph,pca,D100,41,consensus,0.6925,0.7753849049501225,0.06460000000000002,0.0634,0.75,0.8387096774193549,0.006999999999999999,0.006999999999999999,0.6699999999999999,0.7734562211981567,5
knn,mca,2,zgraph,fa,D100,41,mean,0.6925,0.7650065876152832,0.1056,0.1274,0.7,0.7857142857142857,0.028999999999999998,0.027000000000000003,0.7,0.7826031184651875,5
ada,mca,5,loggraph,pca,D100,41,median,0.7058333333333333,0.8008302808302808,0.0438,0.0298,0.65,0.7878787878787878,0.055999999999999994,0.017,0.6599999999999999,0.7815811339198436,5
ada,mca,18,loggraph,pca,D100,41,none,0.7442685185185186,0.8234185635441675,0.023768888888888888,0.03168444444444445,0.6994444444444446,0.8122264309764312,0.0184,0.015122222222222224,0.6795555555555555,0.7942731020678742,450
ada,mca,18,loggraph,pca,D100,41,meta,0.7183333333333334,0.808896321070234,0.0338,0.037800000000000014,0.6527777777777778,0.7898593780946721,0.05200000000000001,0.025166666666666667,0.6616666666666666,0.7844963653431396,5
svc,mca,7,zgraph,fa,D100,41,mega,0.7822960434173669,0.8266429200241922,0.0004,0.0016,0.75,0.8275862068965518,0.0,0.0,0.7387500000000001,0.7989675042080273,5
svc,mca,5,loggraph,fa,D100,41,median,0.6399999999999999,0.7341687979539641,0.1274,0.1366,0.7,0.8235294117647058,0.018000000000000002,0.009000000000000001,0.65,0.7824902248289346,5
rfc,mca,5,zgraph,fa,D100,41,mega,0.6965340199750312,0.7923259581532471,0.0966,0.0194,0.75,0.8484848484848484,0.0,0.0,0.7416666666666667,0.8363294893133603,5
ada,mca,12,zgraph,pca,D100,41,consensus,0.72,0.790284406668846,0.0918,0.0922,0.75,0.8148148148148148,0.005,0.01,0.62,0.7225212493599591,5
ada,mca,18,rankgraph,pca,D100,41,consensus,0.6666666666666666,0.7573922784314492,0.11900000000000001,0.13040000000000002,0.7,0.8235294117647058,0.018000000000000002,0.011000000000000001,0.7,0.7970699376524804,5
lrc,mca,5,rankgraph,pca,D100,41,median,0.7558333333333334,0.831055900621118,0.0376,0.0232,0.65,0.7741935483870968,0.055999999999999994,0.027000000000000003,0.6699999999999999,0.781757508342603,5
lrc,mca,2,rankgraph,fa,D100,41,consensus,0.6041666666666667,0.6851581027667984,0.2204,0.23560000000000006,0.75,0.8275862068965518,0.005,0.008,0.6900000000000001,0.7818299580368546,5
lrc,mca,7,loggraph,pca,D100,41,mean,0.7958333333333333,0.8485791553983774,0.011200000000000002,0.0122,0.65,0.7586206896551724,0.06,0.047,0.6799999999999999,0.7856497492537537,5
svc,mca,7,loggraph,fa,D100,41,consensus,0.6408333333333334,0.7431884057971014,0.10140000000000003,0.096,0.7,0.8235294117647058,0.028999999999999998,0.011000000000000001,0.6599999999999999,0.7874458874458874,5
svc,mca,18,rankgraph,fa,D100,41,mean,0.6408333333333334,0.7492307692307693,0.1386,0.1254,0.7,0.8235294117647058,0.018000000000000002,0.011000000000000001,0.6799999999999999,0.7995337995337997,5
lrc,mca,7,rankgraph,pca,D100,41,mega,0.7120579481792717,0.8044537689876448,0.0002,0.0,0.625,0.7674418604651163,0.0,0.0,0.6699999999999999,0.7913855387158811,5
knn,mca,7,zgraph,fa,D100,41,median,0.6775,0.7606060606060605,0.09220000000000003,0.0926,0.65,0.7407407407407408,0.06,0.064,0.6900000000000001,0.7747870265111645,5
svc,mca,7,zgraph,pca,D100,41,mega,0.8166587885154062,0.8581470840771402,0.0,0.0,0.75625,0.8433734939759037,0.0,0.0,0.74375,0.8081484207799997,5
svc,mca,14,rankgraph,fa,D100,41,mega,0.6481587301587302,0.7467237809666595,0.1636,0.0466,0.7,0.8125000000000001,0.0,0.0,0.6779999999999999,0.7779838992689619,5
knn,mca,16,graph,pca,D100,41,median,0.6541666666666666,0.7765217391304347,0.0738,0.0502,0.8,0.8750000000000001,0.002,0.002,0.7,0.8095356793743891,5
rfc,mca,18,loggraph,pca,D100,41,median,0.705,0.8135426731078905,0.0402,0.028600000000000007,0.7,0.8235294117647058,0.018000000000000002,0.011000000000000001,0.7,0.8188235294117646,5
svc,mca,14,graph,pca,D100,41,mega,0.8179761904761905,0.8564837297064759,0.0,0.0,0.75,0.8387096774193549,0.0,0.0,0.7346666666666667,0.8100622367169598,5
svc,mca,16,rankgraph,fa,D100,41,mean,0.6666666666666666,0.7749450549450548,0.075,0.0668,0.7,0.8235294117647058,0.028999999999999998,0.013999999999999999,0.6599999999999999,0.7903030303030303,5
rfc,mca,16,graph,pca,D100,41,mega,0.7512548247645514,0.8316289257909547,0.0136,0.0,0.7529411764705882,0.8403041825095058,0.0,0.0,0.7570588235294118,0.8400974836667118,5
knn,mca,18,graph,fa,D100,41,none,0.6292037037037037,0.7213485087334057,0.18158666666666667,0.17207777777777775,0.6511111111111112,0.7749103942652333,0.0534888888888889,0.029777777777777775,0.6905555555555558,0.7921115966594277,450
knn,mca,18,graph,fa,D100,41,meta,0.6283333333333333,0.7205797101449274,0.1828,0.17320000000000002,0.6972222222222221,0.7850742447516641,0.02,0.02622222222222222,0.7277777777777779,0.8047050134894653,5
ada,mca,16,graph,fa,D100,41,mean,0.7675,0.8282511615005893,0.0156,0.0212,0.7,0.7999999999999999,0.028999999999999998,0.025,0.6900000000000001,0.7876142215630535,5
knn,mca,20,rankgraph,fa,D100,41,median,0.6791666666666666,0.7948424908424908,0.06860000000000001,0.0494,0.65,0.7878787878787878,0.061,0.021,0.6699999999999999,0.8,5
knn,mca,2,loggraph,pca,D100,41,median,0.7308333333333333,0.8269476031215162,0.035199999999999995,0.022,0.75,0.8387096774193549,0.005,0.008,0.74,0.8378176930596286,5
knn,mca,18,rankgraph,pca,D100,41,median,0.7566666666666666,0.8457431393083568,0.016800000000000002,0.010600000000000002,0.65,0.7878787878787878,0.054000000000000006,0.026000000000000002,0.65,0.7874331550802139,5
knn,mca,10,graph,fa,D100,41,mean,0.7575000000000001,0.8183574879227052,0.0264,0.034800000000000005,0.75,0.8148148148148148,0.006,0.012,0.71,0.7898420575839931,5
svc,mca,20,graph,fa,D100,41,median,0.7566666666666666,0.8077861319966584,0.014000000000000002,0.0226,0.75,0.8387096774193549,0.004,0.004,0.74,0.7927527384049123,5
ada,mca,10,rankgraph,pca,D100,41,median,0.7441666666666666,0.8352747252747253,0.0332,0.016999999999999998,0.7,0.8235294117647058,0.021,0.012,0.65,0.7732042138323626,5
knn,mca,16,loggraph,fa,D100,41,mega,0.6618392002470279,0.7325880567727444,0.1666,0.17980000000000002,0.6441176470588236,0.7622789783889982,0.0,0.0,0.6194117647058823,0.7419417479734912,5
rfc,mca,20,rankgraph,pca,D100,41,ref,0.705,0.8112413512413511,0.034800000000000005,0.0204,0.7,0.8235294117647058,0.018000000000000002,0.006999999999999999,0.67,0.7901549430961194,5
knn,mca,18,loggraph,pca,D100,41,mean,0.7175,0.8221513687600644,0.0324,0.0216,0.65,0.7878787878787878,0.054000000000000006,0.026000000000000002,0.7200000000000001,0.8258569087459031,5
rfc,mca,20,graph,pca,D100,41,consensus,0.7308333333333332,0.8235785953177258,0.0338,0.0232,0.75,0.8387096774193549,0.004,0.004,0.7200000000000001,0.8209139784946237,5
lrc,mca,10,zgraph,fa,D100,41,median,0.755,0.8017916448876201,0.0242,0.0434,0.75,0.8148148148148148,0.006,0.012,0.74,0.8108065625307004,5
ada,mca,5,graph,pca,D100,41,median,0.7058333333333333,0.7975757575757575,0.06420000000000001,0.0498,0.75,0.8387096774193549,0.006999999999999999,0.006999999999999999,0.71,0.8052407436834578,5
svc,mca,12,loggraph,fa,D100,41,none,0.6654166666666667,0.7742055167055166,0.07318666666666668,0.06373,0.7000000000000003,0.8235294117647055,0.020999999999999998,0.010000000000000002,0.6698333333333334,0.7956827001943798,300
svc,mca,12,loggraph,fa,D100,41,meta,0.6791666666666666,0.8059259259259258,0.0394,0.0274,0.6500000000000001,0.7878787878787877,0.05400000000000001,0.02700000000000001,0.6799999999999998,0.8092691622103385,5
knn,mca,14,loggraph,pca,D100,41,mega,0.7226468253968253,0.790988551180875,0.0,0.0,0.58,0.7284482758620691,0.001,0.0,0.624,0.7505802116931148,5
rfc,mca,18,rankgraph,pca,D100,41,median,0.7175,0.8204721204721203,0.028600000000000007,0.0242,0.7,0.8235294117647058,0.018000000000000002,0.011000000000000001,0.71,0.8158336761277937,5
lrc,mca,16,graph,fa,D100,41,mega,0.7618735525706345,0.8011068948510754,0.0,0.0004,0.6970588235294117,0.7840670859538783,0.0,0.0,0.6529411764705884,0.7415663905800116,5
knn,mca,20,rankgraph,pca,D100,41,ref,0.7566666666666666,0.8457431393083568,0.016,0.0094,0.65,0.7878787878787878,0.061,0.021,0.64,0.7803030303030303,5
ada,mca,12,zgraph,fa,D100,41,consensus,0.7033333333333334,0.7823809523809524,0.0664,0.0708,0.8,0.8666666666666666,0.001,0.003,0.7000000000000001,0.7832023371511692,5
ada,mca,14,zgraph,fa,D100,41,median,0.6916666666666667,0.7748481876628329,0.10939999999999997,0.0918,0.65,0.7586206896551724,0.07200000000000001,0.038,0.71,0.8000645043581641,5
knn,mca,16,loggraph,pca,D100,41,mean,0.705,0.8119038771212683,0.029999999999999995,0.0214,0.65,0.7878787878787878,0.059000000000000004,0.026000000000000002,0.7,0.8128657262277953,5
knn,mca,20,loggraph,fa,D100,41,none,0.6665333333333333,0.7749501831501832,0.07827600000000001,0.06782600000000001,0.6995000000000001,0.8122537878787881,0.01843,0.01011,0.66,0.7874638965556895,500
knn,mca,20,loggraph,fa,D100,41,meta,0.6666666666666666,0.7749450549450548,0.0782,0.06799999999999999,0.6999999999999998,0.8125000000000002,0.018000000000000002,0.010000000000000002,0.6315000000000002,0.7671282991202345,5
svc,mca,2,rankgraph,fa,D100,41,median,0.6666666666666666,0.7749450549450548,0.075,0.06539999999999999,0.7,0.8235294117647058,0.028999999999999998,0.011000000000000001,0.6599999999999999,0.7903030303030303,5
svc,mca,20,loggraph,pca,D100,41,median,0.7699999999999999,0.8303258145363408,0.01,0.014000000000000002,0.65,0.7878787878787878,0.061,0.021,0.74,0.8215106732348112,5
rfc,mca,12,graph,fa,D100,41,mega,0.7550191646841131,0.8363295746710099,0.0,0.0,0.7346153846153847,0.8406466512702079,0.0,0.0,0.7323076923076923,0.8300338401457982,5
svc,mca,2,graph,fa,D100,41,mean,0.7166666666666666,0.780555352575813,0.0444,0.06100000000000001,0.8,0.8750000000000001,0.0,0.003,0.71,0.7674151774151774,5
rfc,mca,7,loggraph,pca,D100,41,median,0.7433333333333333,0.8284626806365937,0.0234,0.0124,0.7,0.8235294117647058,0.028999999999999998,0.011000000000000001,0.7,0.8213903743315509,5
rfc,mca,18,loggraph,pca,D100,41,mega,0.7340838893007167,0.8187256919555562,0.0,0.0,0.6631578947368421,0.7974683544303797,0.0,0.0,0.6947368421052632,0.8116411626234697,5
svc,mca,10,zgraph,fa,D100,41,mega,0.8065872135994085,0.8456342560475747,0.0,0.0,0.7272727272727273,0.8148148148148148,0.0,0.0,0.7327272727272727,0.7987776937824489,5
rfc,mca,12,zgraph,fa,D100,41,mega,0.7075938408670368,0.7883146089677633,0.0,0.0004,0.6923076923076923,0.8058252427184466,0.0,0.0,0.7276923076923076,0.8229232417483707,5
svc,mca,2,zgraph,fa,D100,41,median,0.705,0.7442242862057104,0.0678,0.12,0.75,0.8275862068965518,0.005,0.008,0.72,0.7812142768664507,5
rfc,mca,20,graph,pca,D100,41,mean,0.7183333333333333,0.8163322185061317,0.0364,0.0256,0.75,0.8387096774193549,0.004,0.004,0.7200000000000001,0.8209139784946237,5
rfc,mca,14,loggraph,pca,D100,41,mean,0.6808333333333334,0.7874782608695652,0.0964,0.07239999999999999,0.7,0.8235294117647058,0.023,0.005,0.71,0.8244264274624806,5
ada,mca,18,rankgraph,pca,D100,41,none,0.6148796296296296,0.7155436169804337,0.1547777777777778,0.1560555555555556,0.6511111111111112,0.7885521885521886,0.0534888888888889,0.0258,0.5811111111111111,0.695213355016501,450
ada,mca,18,rankgraph,pca,D100,41,meta,0.6141666666666666,0.714676993487062,0.15580000000000002,0.1574,0.65,0.7878787878787877,0.054000000000000006,0.026,0.6111111111111112,0.7287619028868721,5
rfc,mca,16,loggraph,pca,D100,41,mega,0.7550138953219082,0.8354377972244624,0.0,0.0,0.6823529411764706,0.8111888111888111,0.0,0.0,0.6782352941176469,0.7992657456423737,5
knn,mca,20,zgraph,pca,D100,41,mega,0.7246276918410677,0.7728548838142242,0.0,0.0,0.7452380952380953,0.7969639468690701,0.0,0.0,0.700952380952381,0.7694560566028864,5
knn,mca,16,zgraph,pca,D100,41,none,0.7436666666666666,0.8166619831350953,0.0490225,0.069315,0.75,0.8387096774193548,0.007000000000000001,0.008999999999999998,0.7298750000000002,0.8220844489909425,400
knn,mca,16,zgraph,pca,D100,41,meta,0.7441666666666666,0.8169751301330249,0.0488,0.06920000000000001,0.75,0.8387096774193549,0.006999999999999999,0.009000000000000001,0.7300000000000001,0.8222080088987764,5
svc,mca,10,graph,fa,D100,41,consensus,0.6925,0.7273006044523073,0.1356,0.2002,0.7,0.8125000000000001,0.021,0.017,0.6900000000000001,0.7478923395445135,5
lrc,mca,16,loggraph,pca,D100,41,mean,0.8216666666666667,0.8672727272727272,0.0034,0.0068000000000000005,0.7,0.7857142857142857,0.028999999999999998,0.026000000000000002,0.7,0.8029891798968551,5
svc,mca,20,graph,pca,D100,41,none,0.5913666666666667,0.6148099634112018,0.236738,0.4220519999999999,0.7000000000000002,0.8235294117647061,0.017999999999999995,0.007000000000000003,0.5407,0.5988888209375167,500
svc,mca,20,graph,pca,D100,41,meta,0.7441666666666666,0.8110877192982455,0.0264,0.06040000000000001,0.745,0.8347052280311456,0.00685,0.006050000000000002,0.7455,0.8346593437152391,5
lrc,mca,2,graph,fa,D100,41,none,0.7334166666666665,0.7927064075751652,0.0237,0.04620000000000001,0.5650000000000001,0.6976127320954906,0.2306,0.1876,0.5579999999999999,0.6462169784238749,50
lrc,mca,2,graph,fa,D100,41,meta,0.7308333333333332,0.8016127274708511,0.0246,0.035199999999999995,0.65,0.7741935483870968,0.06,0.031,0.5900000000000001,0.6883290043290043,5
svc,mca,12,zgraph,pca,D100,41,median,0.7958333333333334,0.8389088663688206,0.008400000000000001,0.018000000000000002,0.8,0.8666666666666666,0.001,0.003,0.65,0.7272706552706553,5
ada,mca,12,loggraph,pca,D100,41,consensus,0.7966666666666666,0.8546608946608947,0.008,0.0094,0.7,0.8125000000000001,0.021,0.016,0.6399999999999999,0.7628779253636938,5
lrc,mca,18,loggraph,pca,D100,41,mean,0.7708333333333334,0.8260697197539303,0.0296,0.036000000000000004,0.65,0.7586206896551724,0.054000000000000006,0.047,0.65,0.7679481289937353,5
rfc,mca,10,rankgraph,pca,D100,41,mega,0.6989929785661493,0.8077828030961249,0.0012,0.0,0.65,0.7878787878787878,0.0,0.0,0.68,0.7981770566264385,5
rfc,mca,18,rankgraph,fa,D100,41,consensus,0.7041666666666666,0.8124191750278706,0.0354,0.0246,0.75,0.8387096774193549,0.008,0.01,0.7200000000000001,0.8260608192108879,5
lrc,mca,14,loggraph,pca,D100,41,mega,0.7672063492063492,0.8402793122618547,0.0,0.0,0.65,0.7878787878787878,0.0,0.0,0.6826666666666666,0.8018173913043478,5
ada,mca,7,loggraph,pca,D100,41,none,0.7179523809523809,0.8054893919290202,0.048422857142857136,0.04829714285714287,0.6457142857142856,0.7844155844155845,0.07037142857142857,0.03222857142857142,0.6682857142857143,0.789617436327114,175
ada,mca,7,loggraph,pca,D100,41,meta,0.6925,0.8005217391304347,0.0578,0.04,0.692857142857143,0.8184364654952888,0.033428571428571426,0.013285714285714284,0.6699999999999999,0.7975883256528418,5
svc,mca,2,loggraph,fa,D100,41,mega,0.6394191919191918,0.7256668002328339,0.028200000000000006,0.08380000000000001,0.65,0.7878787878787878,0.009000000000000001,0.002,0.6599999999999999,0.7789405180256685,5
lrc,mca,16,loggraph,fa,D100,41,none,0.63890625,0.7231630050505049,0.10518749999999998,0.142045,0.501875,0.5855244252873563,0.3977125,0.4834875,0.5806250000000001,0.6673089775430855,400
lrc,mca,16,loggraph,fa,D100,41,meta,0.6775,0.7816979274645177,0.077,0.0708,0.653125,0.7758064516129032,0.057125,0.034375,0.619375,0.7463349488850044,5
knn,mca,14,graph,fa,D100,41,mean,0.7041666666666666,0.7574628270280443,0.0776,0.14479999999999998,0.7,0.7857142857142857,0.023,0.021,0.6799999999999999,0.765236551443448,5
svc,mca,2,rankgraph,pca,D100,41,mega,0.7557575757575757,0.8363044915283722,0.0,0.0002,0.65,0.7878787878787878,0.009000000000000001,0.002,0.6433333333333333,0.7754442945687187,5
svc,mca,2,loggraph,pca,D100,41,consensus,0.7566666666666666,0.8188972431077695,0.0122,0.0176,0.65,0.7878787878787878,0.06,0.027000000000000003,0.76,0.8351639387679433,5
svc,mca,10,rankgraph,pca,D100,41,consensus,0.7691666666666667,0.846635248809162,0.0144,0.0108,0.65,0.7878787878787878,0.052000000000000005,0.03,0.7,0.8065800865800865,5
lrc,mca,18,graph,pca,D100,41,median,0.7566666666666666,0.806733500417711,0.0208,0.037000000000000005,0.75,0.8148148148148148,0.008,0.011000000000000001,0.72,0.7892893211513902,5
ada,mca,12,graph,fa,D100,41,mean,0.7416666666666666,0.8093092262428646,0.0622,0.063,0.7,0.8125000000000001,0.021,0.016,0.65,0.7702395440934995,5
svc,mca,7,rankgraph,fa,D100,41,mean,0.6791666666666666,0.7816117216117217,0.0538,0.051,0.7,0.8235294117647058,0.028999999999999998,0.011000000000000001,0.6599999999999999,0.7903030303030303,5
svc,mca,5,rankgraph,fa,D100,41,mega,0.605326154806492,0.72078118375608,0.0464,0.0092,0.65,0.7878787878787878,0.0,0.0,0.6933333333333331,0.7963404620113897,5
knn,mca,7,zgraph,pca,D100,41,consensus,0.7699999999999999,0.8289037811921107,0.047400000000000005,0.0658,0.7,0.7999999999999999,0.028999999999999998,0.025,0.71,0.8026142215630536,5
knn,mca,20,zgraph,pca,D100,41,ref,0.7183333333333334,0.7999521531100479,0.05900000000000001,0.07560000000000001,0.75,0.8387096774193549,0.004,0.004,0.7299999999999999,0.8205990783410139,5
lrc,mca,20,zgraph,pca,D100,41,consensus,0.7566666666666666,0.8137626675384112,0.0238,0.036000000000000004,0.75,0.8275862068965518,0.004,0.004,0.7300000000000001,0.8065779686469341,5
ada,mca,5,graph,fa,D100,41,median,0.7691666666666667,0.835081874647092,0.0312,0.0316,0.65,0.7741935483870968,0.055999999999999994,0.027000000000000003,0.7,0.8053559510567296,5
rfc,mca,14,loggraph,pca,D100,41,median,0.7308333333333333,0.8304454804454805,0.0328,0.0188,0.7,0.8235294117647058,0.023,0.005,0.71,0.8250267379679144,5
knn,mca,7,rankgraph,pca,D100,41,mean,0.7575,0.8492505883810232,0.009000000000000001,0.008400000000000001,0.65,0.7878787878787878,0.06,0.027000000000000003,0.65,0.7878787878787878,5
knn,mca,2,zgraph,fa,D100,41,median,0.6783333333333333,0.7547649873346468,0.0946,0.1166,0.65,0.7407407407407408,0.06,0.064,0.6799999999999999,0.7638583638583639,5
ada,mca,2,graph,fa,D100,41,mega,0.6825505050505051,0.7763676462392217,0.01,0.004999999999999999,0.8333333333333334,0.8913043478260869,0.0,0.0,0.7533333333333333,0.8294573643410852,5
knn,mca,10,zgraph,fa,D100,41,mega,0.6431467110125647,0.7075250028143645,0.0204,0.0244,0.6909090909090909,0.7404580152671756,0.0,0.0,0.6281818181818182,0.6927199168099074,5
rfc,mca,10,rankgraph,pca,D100,41,none,0.7552833333333333,0.8443696676914069,0.031063999999999998,0.017596,0.7000000000000002,0.8235294117647056,0.021,0.012,0.7096000000000001,0.8203052153412682,250
rfc,mca,10,rankgraph,pca,D100,41,meta,0.7558333333333332,0.8406752667622233,0.034199999999999994,0.0242,0.655,0.7914438502673796,0.0489,0.028200000000000006,0.7190000000000001,0.8233816109515907,5
rfc,mca,20,loggraph,fa,D100,41,mega,0.6871714184612274,0.7899248962280642,0.0082,0.0,0.7214285714285714,0.8240601503759398,0.0,0.0,0.6971428571428572,0.8063423154027916,5
lrc,mca,2,loggraph,pca,D100,41,none,0.7451666666666665,0.8132846939483094,0.0197,0.0294,0.6950000000000001,0.7974193548387095,0.032100000000000004,0.0256,0.708,0.8089846085668568,50
lrc,mca,2,loggraph,pca,D100,41,meta,0.7433333333333334,0.8244538070625028,0.0186,0.014599999999999997,0.7,0.8235294117647058,0.028999999999999998,0.011000000000000001,0.71,0.8219875222816398,5
