Classifier,Experiment,Simulations,Preprocessing,Dimensionality,Dataset,rs,aggregation,acc,f1,p_acc,p_f1,test_acc,test_f1,p_test_acc,p_test_f1,test_mean_acc,test_mean_f1,n_models
knn,mca,12,loggraph,fa,D100,41,mega,0.5941164994425865,0.5996805519231713,0.2926,0.2002,0.7384615384615385,0.7068965517241379,0.0,0.0,0.6461538461538462,0.6183620715501648,5
rfc,mca,18,rankgraph,fa,D100,41,mega,0.5753725898905679,0.5623227006966955,0.2048,0.4746,0.7026315789473684,0.7049608355091384,0.0,0.0,0.6489473684210526,0.6438150079894929,5
knn,mca,14,zgraph,pca,D100,41,none,0.6533333333333334,0.5923541654424007,0.1015057142857142,0.28556,0.5499999999999997,0.5263157894736843,0.248,0.4039999999999999,0.5201428571428574,0.5092948758450752,350
knn,mca,14,zgraph,pca,D100,41,meta,0.6275000000000001,0.6573015873015873,0.1928,0.1504,0.5464285714285714,0.569573283858998,0.2587142857142858,0.2685,0.5378571428571429,0.5851671103223899,5
lrc,mca,16,graph,pca,D100,41,none,0.6358854166666666,0.6199950396825397,0.2080599999999999,0.2645174999999999,0.5993749999999999,0.5990789473684209,0.1285,0.2004749999999999,0.5806250000000001,0.571454924074893,400
lrc,mca,16,graph,pca,D100,41,meta,0.6366666666666667,0.6206349206349208,0.2076,0.2638,0.6,0.6,0.127,0.198,0.6087499999999999,0.6035620300751878,5
knn,mca,5,loggraph,fa,D100,41,none,0.5682333333333334,0.5107999971133097,0.2849199999999999,0.4836239999999999,0.746,0.7029102167182661,0.0112399999999999,0.03616,0.6224,0.5739684210526316,125
knn,mca,5,loggraph,fa,D100,41,meta,0.5633333333333334,0.5358041958041959,0.271,0.4276,0.6100000000000001,0.6133333333333334,0.1217999999999999,0.162,0.5960000000000001,0.5636959064327485,5
rfc,mca,20,loggraph,pca,D100,41,truncate,0.6016666666666667,0.6235839598997494,0.1854,0.2126,0.7,0.7,0.02,0.035,0.6699999999999999,0.6728814460393409,5
rfc,mca,10,rankgraph,pca,D100,41,none,0.6382000000000001,0.7018599341834636,0.152504,0.078636,0.6489999999999999,0.7194461538461538,0.0477199999999999,0.0368,0.5597999999999999,0.6449443667443667,250
rfc,mca,10,rankgraph,pca,D100,41,meta,0.6525000000000001,0.71849376114082,0.1482,0.072,0.6500000000000001,0.72,0.046,0.0359999999999999,0.5880000000000001,0.6722571428571431,5
svc,mca,18,zgraph,pca,D100,41,mega,0.6271261073475768,0.5374946961066576,0.1054,0.3472,0.6026315789473684,0.6118251928020565,0.0,0.0,0.5463157894736842,0.4693217412751264,5
ada,mca,2,loggraph,fa,D100,41,median,0.6141666666666666,0.6254901960784315,0.1528,0.1976,0.6,0.6363636363636365,0.141,0.106,0.5,0.5277056277056277,5
lrc,mca,2,graph,fa,D100,41,mean,0.5366666666666667,0.5067801479566185,0.3099999999999999,0.4787999999999999,0.55,0.608695652173913,0.263,0.168,0.61,0.6376190476190475,5
knn,mca,20,loggraph,pca,D100,41,mean,0.6383333333333333,0.6515818959162611,0.142,0.17,0.55,0.5263157894736842,0.244,0.395,0.5999999999999999,0.5812940551021046,5
svc,mca,20,zgraph,fa,D100,41,none,0.616075,0.5352533936651583,0.127964,0.420846,0.5499999999999998,0.5714285714285712,0.2439999999999999,0.2669999999999999,0.5998,0.5650085999312006,500
svc,mca,20,zgraph,fa,D100,41,meta,0.5783333333333334,0.5666666666666667,0.2202,0.3286,0.5999999999999999,0.5999999999999999,0.128,0.1909999999999999,0.5895,0.5940000000000001,5
knn,mca,10,zgraph,fa,D100,41,none,0.5269499999999999,0.4404336056100761,0.378284,0.562828,0.6010000000000001,0.557076023391813,0.1302799999999999,0.31074,0.5908,0.574739526177297,250
knn,mca,10,zgraph,fa,D100,41,meta,0.5774999999999999,0.6034313725490196,0.2424,0.2402,0.6450000000000001,0.7172307692307692,0.0546,0.0399999999999999,0.5999999999999999,0.6435913014860384,5
rfc,mca,5,graph,fa,D100,41,truncate,0.5758333333333334,0.5278388278388279,0.2446,0.4438,0.7,0.6666666666666665,0.027,0.09,0.7,0.6653508771929824,5
lrc,mca,18,graph,fa,D100,41,none,0.5634629629629629,0.5248437903685582,0.2570444444444444,0.4311444444444444,0.6494444444444445,0.631632110579479,0.061,0.1446555555555555,0.5803333333333334,0.5696033518138779,450
lrc,mca,18,graph,fa,D100,41,meta,0.55,0.5195526695526695,0.3236,0.4646,0.6,0.602020202020202,0.15,0.1942777777777777,0.61,0.6063742690058478,5
ada,mca,18,zgraph,pca,D100,41,median,0.6283333333333333,0.5965610859728507,0.1232,0.2875999999999999,0.45,0.2666666666666666,0.595,0.954,0.57,0.5168067226890756,5
knn,mca,2,graph,pca,D100,41,mean,0.5891666666666666,0.4654545454545455,0.177,0.5924,0.55,0.4705882352941176,0.263,0.595,0.54,0.4741176470588235,5
rfc,mca,5,graph,pca,D100,41,median,0.5891666666666666,0.5706959706959708,0.2,0.319,0.65,0.6666666666666666,0.065,0.054,0.6,0.6065656565656565,5
rfc,mca,20,rankgraph,pca,D100,41,mega,0.547912224591329,0.6343560801926514,0.3436,0.011,0.6476190476190476,0.7098039215686274,0.0,0.0,0.5647619047619047,0.6286804358717676,5
rfc,mca,14,loggraph,pca,D100,41,consensus,0.6258333333333332,0.6604747162022704,0.1808,0.1572,0.75,0.7826086956521738,0.013,0.006,0.7299999999999999,0.7346147978642257,5
rfc,mca,5,zgraph,fa,D100,41,mega,0.5746637426900585,0.567130742039409,0.2294,0.1896,0.75,0.7368421052631577,0.0,0.0,0.6649999999999999,0.6413578005848243,5
rfc,mca,12,rankgraph,pca,D100,41,none,0.6025138888888889,0.6743997043261749,0.2773233333333333,0.16664,0.6516666666666666,0.7210434782608696,0.063,0.0206833333333333,0.5910000000000001,0.6646556013498042,300
rfc,mca,12,rankgraph,pca,D100,41,meta,0.5883333333333333,0.6664799253034547,0.311,0.1862,0.6500000000000001,0.7200000000000001,0.064,0.021,0.5808333333333332,0.6452360039316561,5
knn,mca,14,zgraph,pca,D100,41,mega,0.5548179916317991,0.585900981404393,0.1044,0.0762,0.6433333333333333,0.5770750988142292,0.0,0.011,0.6619999999999999,0.6345056655859509,5
rfc,mca,12,graph,fa,D100,41,mean,0.6024999999999999,0.5815610859728507,0.1842,0.3017999999999999,0.65,0.6666666666666666,0.064,0.051,0.67,0.6625837320574164,5
rfc,mca,10,zgraph,fa,D100,41,truncate,0.575,0.576037851037851,0.237,0.3192,0.65,0.631578947368421,0.046,0.151,0.62,0.5869750132908027,5
rfc,mca,14,loggraph,fa,D100,41,truncate,0.5883333333333333,0.560952380952381,0.2103999999999999,0.367,0.65,0.631578947368421,0.065,0.149,0.6199999999999999,0.5643618851049191,5
knn,mca,7,loggraph,fa,D100,41,consensus,0.5875,0.5882205513784461,0.2572,0.2972,0.6,0.5555555555555556,0.145,0.313,0.6,0.5451324389404884,5
svc,mca,14,zgraph,pca,D100,41,consensus,0.6275000000000001,0.5193939393939393,0.1324,0.4482,0.65,0.631578947368421,0.065,0.149,0.61,0.5450980392156863,5
lrc,mca,16,zgraph,pca,D100,41,none,0.5883333333333333,0.6070664406113322,0.2046025,0.23424,0.6500000000000001,0.6956521739130433,0.0609999999999999,0.0439999999999999,0.6198750000000001,0.6674250658761527,400
lrc,mca,16,zgraph,pca,D100,41,meta,0.5883333333333334,0.6071747997444593,0.2045999999999999,0.2339999999999999,0.65,0.6956521739130435,0.061,0.044,0.6193749999999999,0.6775197628458498,5
knn,mca,2,zgraph,pca,D100,41,consensus,0.6141666666666666,0.5277056277056277,0.202,0.4429999999999999,0.5,0.5,0.432,0.458,0.54,0.4943540669856459,5
knn,mca,12,loggraph,pca,D100,41,consensus,0.6116666666666666,0.600775694893342,0.2235999999999999,0.2583999999999999,0.55,0.5263157894736842,0.236,0.367,0.6100000000000001,0.5835162773243269,5
svc,mca,10,graph,fa,D100,41,truncate,0.615,0.5141258741258741,0.1738,0.4726,0.6,0.6666666666666666,0.132,0.08,0.62,0.555204678362573,5
lrc,mca,2,loggraph,fa,D100,41,mega,0.582369976359338,0.5592657852143776,0.187,0.3378,0.6,0.5555555555555556,0.05,0.245,0.59,0.5254833307328236,5
ada,mca,10,rankgraph,fa,D100,41,consensus,0.5358333333333334,0.4846729740847387,0.3282,0.474,0.7,0.6666666666666665,0.023,0.111,0.6900000000000001,0.6406926406926406,5
lrc,mca,5,loggraph,pca,D100,41,mega,0.6201023391812865,0.6323507278926443,0.075,0.1268,0.6833333333333333,0.6724137931034482,0.0,0.0,0.6766666666666665,0.660660619775664,5
ada,mca,12,loggraph,pca,D100,41,mean,0.6408333333333334,0.6383193277310925,0.1122,0.174,0.6,0.6,0.12,0.185,0.63,0.6212109301386459,5
knn,mca,14,zgraph,pca,D100,41,consensus,0.6141666666666666,0.5277056277056277,0.2016,0.4314,0.45,0.4210526315789474,0.576,0.739,0.5,0.4890909090909091,5
svc,mca,2,graph,fa,D100,41,consensus,0.655,0.5873303167420815,0.1432,0.3345999999999999,0.65,0.6956521739130435,0.062,0.042,0.5599999999999999,0.5223254213966287,5
ada,mca,14,graph,fa,D100,41,median,0.5791666666666667,0.5958216619981326,0.257,0.2774,0.65,0.6666666666666666,0.065,0.065,0.57,0.5931744380714633,5
rfc,mca,20,graph,pca,D100,41,median,0.5375,0.5063157894736843,0.3194,0.4721999999999999,0.55,0.5714285714285713,0.244,0.267,0.57,0.5802353710362863,5
lrc,mca,20,rankgraph,pca,D100,41,none,0.6266583333333333,0.6294147767609067,0.121486,0.190666,0.501,0.446,0.38738,0.68303,0.6398999999999999,0.6322070175438594,500
lrc,mca,20,rankgraph,pca,D100,41,meta,0.64,0.6430812324929973,0.09,0.1782,0.5475000000000001,0.5222222222222224,0.2512999999999999,0.4096499999999999,0.6199999999999999,0.6116491228070176,5
knn,mca,7,graph,fa,D100,41,mean,0.5125,0.361052281052281,0.3945999999999999,0.7779999999999999,0.5,0.3749999999999999,0.416,0.825,0.5800000000000001,0.4971585827313382,5
knn,mca,16,zgraph,fa,D100,41,mean,0.5141666666666667,0.4282051282051282,0.4054,0.5738000000000001,0.65,0.6666666666666666,0.061,0.06,0.58,0.5666347687400319,5
svc,mca,18,graph,fa,D100,41,consensus,0.6416666666666666,0.5486356780474428,0.1232,0.3968,0.65,0.6956521739130435,0.06,0.052,0.65,0.5867406260749913,5
rfc,mca,2,zgraph,fa,D100,41,truncate,0.5625,0.5726190476190476,0.2424,0.313,0.65,0.631578947368421,0.062,0.137,0.65,0.625323826500297,5
ada,mca,12,zgraph,fa,D100,41,none,0.5103333333333333,0.5162775100143521,0.4347966666666666,0.4434466666666666,0.6033333333333334,0.55993265993266,0.1180166666666666,0.2881333333333333,0.6406666666666667,0.636122316280211,300
ada,mca,12,zgraph,fa,D100,41,meta,0.5341666666666667,0.5252172663937371,0.3872,0.415,0.6916666666666668,0.6574074074074071,0.0255833333333333,0.0986666666666666,0.6291666666666665,0.6109535052723908,5
ada,mca,12,loggraph,pca,D100,41,truncate,0.5633333333333332,0.5219201850780799,0.303,0.4164,0.7,0.6666666666666665,0.017,0.081,0.6599999999999999,0.6064533505709976,5
knn,mca,7,rankgraph,pca,D100,41,consensus,0.6383333333333334,0.6770743034055728,0.1664,0.1628,0.6,0.6,0.145,0.18,0.56,0.5560587976956264,5
lrc,mca,7,zgraph,pca,D100,41,mean,0.5883333333333334,0.6071747997444593,0.2076,0.2444,0.65,0.6956521739130435,0.071,0.037,0.65,0.6909090909090908,5
svc,mca,7,graph,fa,D100,41,median,0.5774999999999999,0.5103296703296702,0.2832,0.4592,0.5,0.5454545454545454,0.416,0.336,0.6100000000000001,0.5582112143102855,5
lrc,mca,14,graph,pca,D100,41,mega,0.5999328219432821,0.5968484655505691,0.1562,0.0694,0.6033333333333334,0.6123778501628664,0.0,0.0,0.624,0.6360877386886464,5
ada,mca,2,graph,fa,D100,41,mean,0.5125,0.5168067226890757,0.3892,0.449,0.85,0.8571428571428572,0.0,0.0,0.7100000000000001,0.6976608614460277,5
lrc,mca,12,zgraph,pca,D100,41,none,0.6133472222222222,0.6334404639048602,0.1730866666666666,0.18012,0.6499999999999999,0.6956521739130437,0.064,0.036,0.6401666666666667,0.6847749231444882,300
lrc,mca,12,zgraph,pca,D100,41,meta,0.6008333333333333,0.6262224187920783,0.198,0.187,0.6041666666666665,0.6690821256038647,0.1153333333333333,0.04975,0.6308333333333334,0.6795125164690381,5
svc,mca,2,zgraph,fa,D100,41,mega,0.52427304964539,0.4497230908995615,0.3474,0.6484,0.6,0.6,0.05,0.074,0.5700000000000001,0.5421671826625387,5
ada,mca,20,loggraph,fa,D100,41,truncate,0.5149999999999999,0.5183193277310926,0.3932,0.4358000000000001,0.75,0.7368421052631577,0.006,0.011,0.66,0.6771277997364954,5
knn,mca,5,rankgraph,pca,D100,41,median,0.6375,0.6800653594771242,0.1726,0.1394,0.55,0.5714285714285713,0.252,0.26,0.6,0.6151469583048531,5
lrc,mca,12,graph,fa,D100,41,truncate,0.5741666666666666,0.5487776928953401,0.2746,0.3873999999999999,0.55,0.5263157894736842,0.236,0.367,0.55,0.5326794258373206,5
svc,mca,2,graph,pca,D100,41,none,0.6032500000000001,0.4538939393939394,0.16878,0.55672,0.705,0.6705882352941174,0.0186,0.0821999999999999,0.6279999999999999,0.4964285714285713,50
svc,mca,2,graph,pca,D100,41,meta,0.6408333333333334,0.5662114356232004,0.1338,0.4117999999999999,0.6499999999999999,0.611111111111111,0.0804999999999999,0.198,0.6599999999999999,0.6318830722081495,5
svc,mca,14,zgraph,fa,D100,41,none,0.6414761904761905,0.5522618334046906,0.1092771428571428,0.3818028571428572,0.5499999999999997,0.5714285714285712,0.248,0.262,0.5898571428571432,0.5672748538011693,350
svc,mca,14,zgraph,fa,D100,41,meta,0.5658333333333333,0.5923076923076922,0.2546,0.2708,0.5964285714285713,0.5979591836734691,0.1328571428571429,0.2044285714285715,0.5607142857142856,0.602312925170068,5
knn,mca,20,rankgraph,fa,D100,41,ref,0.6,0.5884981684981685,0.22,0.3272,0.6,0.6,0.128,0.191,0.6,0.5835706914344685,5
svc,mca,10,rankgraph,fa,D100,41,mega,0.5533095238095238,0.5025861857440804,0.3276,0.4281999999999999,0.6545454545454545,0.6346153846153846,0.0,0.0,0.6336363636363636,0.601997793922812,5
rfc,mca,2,graph,fa,D100,41,consensus,0.6158333333333333,0.587807981492192,0.1844,0.3028,0.75,0.7368421052631577,0.006,0.013,0.74,0.742948279790385,5
ada,mca,10,zgraph,fa,D100,41,median,0.6408333333333334,0.6326007326007326,0.1406,0.1976,0.7,0.7,0.023,0.04,0.6099999999999999,0.6066666666666666,5
rfc,mca,14,loggraph,pca,D100,41,mean,0.7283333333333333,0.7620588235294119,0.0516,0.0418,0.75,0.7826086956521738,0.013,0.006,0.64,0.6511111111111111,5
knn,mca,14,graph,pca,D100,41,truncate,0.5633333333333334,0.4393162393162393,0.3027999999999999,0.5828,0.5,0.4444444444444445,0.398,0.685,0.54,0.4881320949432405,5
ada,mca,7,zgraph,fa,D100,41,mean,0.4974999999999999,0.5312863606981255,0.4688,0.4234,0.6,0.6,0.145,0.18,0.6199999999999999,0.6106599832915622,5
knn,mca,10,graph,pca,D100,41,median,0.5891666666666666,0.4815384615384615,0.2512,0.5144,0.6,0.5,0.132,0.462,0.61,0.5308823529411765,5
knn,mca,18,loggraph,pca,D100,41,mega,0.6183224769845406,0.6052952389308615,0.1554,0.0328,0.7131578947368421,0.6625386996904025,0.0,0.0,0.673157894736842,0.608049343459447,5
svc,mca,18,rankgraph,fa,D100,41,median,0.5625,0.5139348370927319,0.2772,0.3984,0.55,0.5263157894736842,0.275,0.403,0.55,0.4787616099071207,5
svc,mca,16,graph,pca,D100,41,mega,0.6184163591635915,0.5498304888535239,0.0984,0.2872,0.55,0.5714285714285713,0.029,0.009,0.5682352941176471,0.5094144418347445,5
svc,mca,18,rankgraph,pca,D100,41,median,0.6,0.5917736649315597,0.227,0.2932,0.6,0.6,0.15,0.199,0.55,0.4884984520123838,5
svc,mca,7,graph,fa,D100,41,mega,0.5806528871391076,0.5279389148646716,0.0984,0.3738,0.66875,0.6787878787878787,0.0,0.0,0.5912499999999999,0.5637619187030909,5
svc,mca,10,loggraph,fa,D100,41,none,0.5246833333333334,0.4238905982905983,0.362308,0.6198359999999999,0.6000000000000001,0.5,0.132,0.462,0.5998,0.4579809523809524,250
svc,mca,10,loggraph,fa,D100,41,meta,0.5116666666666667,0.4701587301587301,0.3976,0.5116,0.5999999999999999,0.5,0.132,0.462,0.5519999999999999,0.4884593837535015,5
ada,mca,16,rankgraph,fa,D100,41,mega,0.4909487374285507,0.4944267180867145,0.5964,0.5993999999999999,0.6470588235294118,0.6648044692737429,0.0,0.0,0.5770588235294116,0.6009758877746416,5
lrc,mca,7,zgraph,pca,D100,41,median,0.5883333333333334,0.6071747997444593,0.2076,0.2444,0.65,0.6956521739130435,0.071,0.037,0.6399999999999999,0.6845849802371541,5
ada,mca,20,loggraph,fa,D100,41,ref,0.5616666666666668,0.518974358974359,0.2915999999999999,0.4455999999999999,0.6,0.6,0.128,0.191,0.7300000000000001,0.7238095238095237,5
svc,mca,12,zgraph,pca,D100,41,mega,0.6402359717577109,0.550137346848401,0.0688,0.3408,0.6384615384615384,0.6594202898550725,0.0,0.0,0.546923076923077,0.4666116595595537,5
rfc,mca,7,loggraph,pca,D100,41,consensus,0.5866666666666667,0.6485620915032679,0.2928,0.2178,0.75,0.7826086956521738,0.01,0.003,0.6399999999999999,0.6695633255633257,5
lrc,mca,2,rankgraph,fa,D100,41,truncate,0.6391666666666667,0.623076923076923,0.114,0.198,0.55,0.4705882352941176,0.263,0.595,0.51,0.4218954248366013,5
rfc,mca,10,graph,fa,D100,41,mean,0.5516666666666666,0.5182600732600733,0.2928,0.4448,0.7,0.7272727272727272,0.023,0.02,0.6599999999999999,0.6585964912280702,5
lrc,mca,18,rankgraph,pca,D100,41,median,0.6133333333333333,0.6164666190362785,0.1878,0.248,0.65,0.631578947368421,0.06,0.145,0.6300000000000001,0.6003371173030615,5
knn,mca,10,zgraph,pca,D100,41,mega,0.5442987012987013,0.5694231651450761,0.1556,0.213,0.6409090909090909,0.572972972972973,0.0,0.019,0.6381818181818182,0.6062939011934823,5
ada,mca,5,zgraph,fa,D100,41,mega,0.5951973684210528,0.6336111139719388,0.2768,0.063,0.775,0.7999999999999999,0.0,0.0,0.6216666666666667,0.6077490084993125,5
knn,mca,5,rankgraph,fa,D100,41,median,0.6116666666666666,0.6162435500515995,0.2251999999999999,0.2688,0.6,0.6,0.136,0.189,0.5599999999999999,0.5421052631578946,5
rfc,mca,14,loggraph,pca,D100,41,median,0.6133333333333333,0.6376190476190476,0.1658,0.1908,0.75,0.7826086956521738,0.013,0.006,0.6699999999999999,0.6741477507999247,5
rfc,mca,20,graph,pca,D100,41,consensus,0.5399999999999999,0.4769451601030548,0.3338,0.5351999999999999,0.6,0.6,0.128,0.191,0.64,0.6453692939626443,5
lrc,mca,20,rankgraph,fa,D100,41,truncate,0.6016666666666667,0.5679653679653681,0.1608,0.3324,0.55,0.4705882352941176,0.244,0.621,0.5199999999999999,0.4138235294117647,5
knn,mca,14,rankgraph,pca,D100,41,consensus,0.6258333333333334,0.6617320261437909,0.1596,0.1686,0.65,0.6666666666666666,0.065,0.065,0.6,0.6019964349376113,5
lrc,mca,12,loggraph,fa,D100,41,none,0.6014305555555556,0.5593479853479854,0.1554066666666666,0.3424466666666667,0.5499999999999999,0.4705882352941176,0.236,0.5870000000000001,0.5600000000000002,0.4613316993464053,300
lrc,mca,12,loggraph,fa,D100,41,meta,0.615,0.5950096961861668,0.1382,0.2634,0.5958333333333332,0.5484749455337691,0.1296666666666667,0.3175,0.5791666666666666,0.5190173145281505,5
svc,mca,7,loggraph,pca,D100,41,truncate,0.5241666666666667,0.4672681704260652,0.3576,0.5206,0.5,0.4444444444444445,0.416,0.648,0.5599999999999999,0.4621848739495798,5
ada,mca,14,loggraph,fa,D100,41,truncate,0.5758333333333334,0.533076923076923,0.2372,0.3563999999999999,0.65,0.631578947368421,0.065,0.149,0.6299999999999999,0.6013742690058479,5
ada,mca,12,graph,fa,D100,41,truncate,0.525,0.5299218428630194,0.3785999999999999,0.4117999999999999,0.75,0.7368421052631577,0.004,0.012,0.7,0.6901587301587302,5
rfc,mca,2,zgraph,fa,D100,41,median,0.5883333333333334,0.5733333333333333,0.2025999999999999,0.3209999999999999,0.65,0.631578947368421,0.062,0.137,0.6199999999999999,0.5856995429750846,5
knn,mca,16,zgraph,fa,D100,41,mega,0.5651320454381015,0.5161613047425522,0.3545999999999999,0.4253999999999999,0.711764705882353,0.6838709677419355,0.0,0.0,0.6605882352941176,0.6144172986561036,5
knn,mca,20,zgraph,fa,D100,41,consensus,0.5391666666666667,0.4434188034188034,0.323,0.5814,0.6,0.6,0.128,0.191,0.53,0.5109090909090909,5
lrc,mca,20,graph,fa,D100,41,consensus,0.5875,0.5927170868347339,0.262,0.3084,0.6,0.6363636363636365,0.128,0.11,0.6300000000000001,0.6309774436090226,5
ada,mca,20,graph,fa,D100,41,none,0.5245416666666668,0.5064512987012987,0.35839,0.47468,0.6985000000000002,0.6982631578947371,0.02224,0.0386,0.54,0.5205875603330576,500
ada,mca,20,graph,fa,D100,41,meta,0.5108333333333334,0.4845335057099763,0.4077999999999999,0.5056,0.655,0.6714285714285714,0.0592,0.06305,0.5875,0.5871940246454311,5
svc,mca,14,loggraph,fa,D100,41,median,0.5616666666666668,0.4935353535353535,0.2971999999999999,0.4551999999999999,0.55,0.4705882352941176,0.248,0.626,0.5800000000000001,0.4574789915966386,5
knn,mca,5,zgraph,fa,D100,41,truncate,0.5258333333333334,0.43992673992674,0.3494,0.582,0.7,0.7,0.027,0.034,0.65,0.6409153318077803,5
ada,mca,10,rankgraph,pca,D100,41,consensus,0.5758333333333333,0.6510602593440121,0.2808,0.2062,0.5,0.6153846153846154,0.429,0.176,0.55,0.6248571428571429,5
ada,mca,20,zgraph,pca,D100,41,median,0.6141666666666666,0.6332162419623721,0.1474,0.1758,0.55,0.4,0.244,0.821,0.6,0.5660255808862619,5
knn,mca,14,rankgraph,pca,D100,41,mean,0.6508333333333334,0.6880392156862746,0.1536,0.146,0.55,0.5714285714285713,0.248,0.262,0.58,0.5760224089635854,5
rfc,mca,20,rankgraph,pca,D100,41,median,0.6275000000000001,0.6582167832167831,0.1248,0.1898,0.75,0.7826086956521738,0.006,0.005,0.5900000000000001,0.6497391304347826,5
svc,mca,14,rankgraph,fa,D100,41,mean,0.575,0.5663157894736841,0.2394,0.3126,0.55,0.5263157894736842,0.248,0.404,0.5599999999999999,0.5098727210182318,5
knn,mca,5,zgraph,pca,D100,41,consensus,0.64,0.5775890775890776,0.1568,0.3322,0.55,0.5714285714285713,0.252,0.26,0.54,0.5195488721804511,5
knn,mca,16,zgraph,pca,D100,41,none,0.62796875,0.5246474567099567,0.1565775,0.4360175,0.5493749999999998,0.5252923976608187,0.2489749999999999,0.3993874999999999,0.5596250000000002,0.550590447821872,400
knn,mca,16,zgraph,pca,D100,41,meta,0.6133333333333333,0.6521708683473391,0.1669999999999999,0.1416,0.6,0.6363636363636365,0.127,0.106,0.531875,0.5907786325992848,5
rfc,mca,14,zgraph,fa,D100,41,none,0.551642857142857,0.5504140441601741,0.2710057142857143,0.3565485714285715,0.6985714285714288,0.6650793650793647,0.0343,0.1060999999999999,0.6399999999999999,0.6138644740192727,350
rfc,mca,14,zgraph,fa,D100,41,meta,0.5891666666666666,0.5838895882239535,0.195,0.2837999999999999,0.7,0.6666666666666663,0.033,0.103,0.6485714285714287,0.6262383549911192,5
lrc,mca,20,rankgraph,fa,D100,41,ref,0.6141666666666666,0.5952380952380952,0.133,0.2608,0.55,0.4705882352941176,0.244,0.621,0.49,0.3983660130718954,5
knn,mca,12,zgraph,pca,D100,41,consensus,0.6275000000000001,0.551948051948052,0.202,0.3614,0.45,0.4210526315789474,0.584,0.71,0.51,0.4943196672608437,5
knn,mca,10,graph,pca,D100,41,truncate,0.5633333333333334,0.4393162393162393,0.3168,0.5896,0.5,0.4444444444444445,0.429,0.644,0.56,0.499079807361541,5
knn,mca,20,loggraph,fa,D100,41,none,0.5254500000000001,0.4880808688387636,0.355614,0.509224,0.6,0.5555555555555555,0.128,0.322,0.5505999999999998,0.5050055727554179,500
knn,mca,20,loggraph,fa,D100,41,meta,0.5375,0.5,0.3272,0.5012000000000001,0.5999999999999999,0.5977777777777776,0.128,0.1975499999999999,0.6164999999999997,0.5921093073593073,5
ada,mca,10,graph,pca,D100,41,mean,0.5108333333333334,0.4729487179487179,0.3806,0.5594,0.7,0.7272727272727272,0.023,0.02,0.4899999999999999,0.533430413979613,5
knn,mca,16,loggraph,fa,D100,41,mean,0.665,0.6518724412842061,0.0866,0.1556,0.65,0.588235294117647,0.061,0.241,0.63,0.5996491228070175,5
ada,mca,7,graph,fa,D100,41,consensus,0.5991666666666666,0.6069438301636445,0.2292,0.2626,0.6,0.6363636363636365,0.145,0.096,0.5900000000000001,0.5761934480469948,5
lrc,mca,2,zgraph,fa,D100,41,consensus,0.6141666666666666,0.6197586726998492,0.2257999999999999,0.3068,0.55,0.608695652173913,0.263,0.168,0.57,0.6189723320158103,5
lrc,mca,20,loggraph,pca,D100,41,consensus,0.6516666666666666,0.6725867269984918,0.1012,0.1207999999999999,0.7,0.6666666666666665,0.02,0.098,0.6399999999999999,0.6230409356725145,5
svc,mca,10,zgraph,pca,D100,41,median,0.615,0.5091375291375291,0.1486,0.4864,0.6,0.6,0.132,0.2,0.59,0.5102941176470588,5
rfc,mca,18,graph,fa,D100,41,consensus,0.6008333333333333,0.5825062656641604,0.1978,0.284,0.7,0.7,0.02,0.032,0.6599999999999999,0.6666666666666666,5
svc,mca,20,zgraph,pca,D100,41,truncate,0.6275000000000001,0.5193939393939393,0.125,0.4641999999999999,0.65,0.631578947368421,0.062,0.136,0.6300000000000001,0.5807843137254902,5
knn,mca,10,rankgraph,pca,D100,41,mega,0.4503484848484849,0.463286540505473,0.5845999999999999,0.5406,0.6090909090909091,0.6324786324786325,0.001,0.0,0.6227272727272727,0.628896218557388,5
knn,mca,16,loggraph,pca,D100,41,none,0.5381145833333334,0.5476724342908553,0.3061525,0.3538125,0.5999999999999999,0.556111111111111,0.127,0.3086,0.59,0.5397748201492647,400
knn,mca,16,loggraph,pca,D100,41,meta,0.5633333333333334,0.5676190476190477,0.2462,0.3238,0.64375,0.5843653250773992,0.072625,0.2506875,0.6543749999999999,0.5972695218438251,5
svc,mca,20,graph,fa,D100,41,truncate,0.615,0.5141258741258741,0.1684,0.4779999999999999,0.6,0.6666666666666666,0.128,0.066,0.62,0.555204678362573,5
lrc,mca,10,loggraph,fa,D100,41,mean,0.6016666666666667,0.5526540126540127,0.1776,0.3922,0.55,0.4705882352941176,0.262,0.589,0.56,0.4695510835913312,5
ada,mca,5,loggraph,fa,D100,41,none,0.6001666666666665,0.5978001655723018,0.251824,0.2967600000000001,0.51,0.5094736842105263,0.40932,0.4516799999999999,0.5724000000000001,0.5396075929574381,125
ada,mca,5,loggraph,fa,D100,41,meta,0.5891666666666666,0.5817779743476338,0.2532,0.3,0.5599999999999999,0.5321637426900584,0.2288,0.382,0.5940000000000001,0.5631510147918817,5
svc,mca,18,rankgraph,fa,D100,41,mean,0.5366666666666666,0.4719568151147098,0.3404,0.5176,0.55,0.5263157894736842,0.275,0.403,0.54,0.4758169934640522,5
ada,mca,20,graph,pca,D100,41,none,0.5870083333333334,0.6002125727213963,0.2908779999999999,0.36196,0.6500000000000001,0.6666666666666669,0.062,0.066,0.6,0.615119636046638,500
